source_row_number,field_name,issue_code,raw_value,detail
4,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
4,School,school_missing,,School is blank in the source export
9,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
9,School,school_missing,,School is blank in the source export
13,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
13,School,school_missing,,School is blank in the source export
19,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
19,School,school_missing,,School is blank in the source export
24,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
31,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
31,School,school_missing,,School is blank in the source export
32,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
33,Loans,mixed_currency_signal,"Reason: housing
Source: Banque de l ' Habitat
Mortgaged Asset: hypotheque
Start Date: 2017-09-29
End Date: 2032-08-29
Total Amount: 100,000,000 L.L.
Monthly Payment: 970,054 L.L. + $40
Remaining Balance: 7 years
Remaining Years: 7 years",Contains both USD and LBP/L.L. markers
33,Loans,loan_remaining_balance_non_monetary_text,"Reason: housing
Source: Banque de l ' Habitat
Mortgaged Asset: hypotheque
Start Date: 2017-09-29
End Date: 2032-08-29
Total Amount: 100,000,000 L.L.
Monthly Payment: 970,054 L.L. + $40
Remaining Balance: 7 years
Remaining Years: 7 years",Remaining Balance contains duration text instead of a monetary amount
33,Loans,large_monetary_value_review,"Reason: housing
Source: Banque de l ' Habitat
Mortgaged Asset: hypotheque
Start Date: 2017-09-29
End Date: 2032-08-29
Total Amount: 100,000,000 L.L.
Monthly Payment: 970,054 L.L. + $40
Remaining Balance: 7 years
Remaining Years: 7 years",loans_total_amount=100000000.0; currency_signal=mixed; currency_guess=mixed
35,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
37,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
37,School,school_missing,,School is blank in the source export
41,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
41,School,school_missing,,School is blank in the source export
44,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
44,School,school_missing,,School is blank in the source export
45,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
45,School,school_missing,,School is blank in the source export
47,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
47,School,school_missing,,School is blank in the source export
49,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
52,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
54,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
54,School,school_missing,,School is blank in the source export
54,School,school_missing_undergraduate,,School is blank for an undergraduate application
55,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
55,School,school_missing,,School is blank in the source export
55,School,school_missing_undergraduate,,School is blank for an undergraduate application
56,Loans,likely_lbp_without_currency_marker,"Reason: social living circumstances due to the economic crisis
Source: مصرف لبنان
Mortgaged Asset: Nothing because it is a social loan
Start Date: 2024-10-01
End Date: 2027-10-01
Total Amount: 210000000
Monthly Payment: 4900000
Remaining Balance: 210000000
Remaining Years: 3

Reason: social living circumstances due to the economic crisis
Source: مصرف لبنان
Mortgaged Asset: Nothing because it is a social loan
Start Date: 2024-10-01
End Date: 2025-10-01
Total Amount: 90000000
Monthly Payment: 6100000
Remaining Balance: 90000000
Remaining Years: 1",loans_total_amount=300000000.0; currency_signal=none; currency_guess=likely_lbp_unmarked
56,Loans,likely_lbp_without_currency_marker,"Reason: social living circumstances due to the economic crisis
Source: مصرف لبنان
Mortgaged Asset: Nothing because it is a social loan
Start Date: 2024-10-01
End Date: 2027-10-01
Total Amount: 210000000
Monthly Payment: 4900000
Remaining Balance: 210000000
Remaining Years: 3

Reason: social living circumstances due to the economic crisis
Source: مصرف لبنان
Mortgaged Asset: Nothing because it is a social loan
Start Date: 2024-10-01
End Date: 2025-10-01
Total Amount: 90000000
Monthly Payment: 6100000
Remaining Balance: 90000000
Remaining Years: 1",loans_total_monthly_payment=11000000.0; currency_signal=none; currency_guess=likely_lbp_unmarked
56,Loans,likely_lbp_without_currency_marker,"Reason: social living circumstances due to the economic crisis
Source: مصرف لبنان
Mortgaged Asset: Nothing because it is a social loan
Start Date: 2024-10-01
End Date: 2027-10-01
Total Amount: 210000000
Monthly Payment: 4900000
Remaining Balance: 210000000
Remaining Years: 3

Reason: social living circumstances due to the economic crisis
Source: مصرف لبنان
Mortgaged Asset: Nothing because it is a social loan
Start Date: 2024-10-01
End Date: 2025-10-01
Total Amount: 90000000
Monthly Payment: 6100000
Remaining Balance: 90000000
Remaining Years: 1",loans_total_remaining_balance=300000000.0; currency_signal=none; currency_guess=likely_lbp_unmarked
58,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
59,Father Income Document,likely_lbp_without_currency_marker,1090000,father_income_document=1090000.0; currency_signal=none; currency_guess=likely_lbp_unmarked
61,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
61,School,school_missing,,School is blank in the source export
62,Loans,large_monetary_value_review,"Reason: Construction
Source: Byblos Bank
Mortgaged Asset: Land 532
Start Date: 2018-09-22
End Date: 2025-09-22
Total Amount: 135000000 Lbp
Monthly Payment: 2198302 Lbp
Remaining Balance: 23085054 Lbp
Remaining Years: 1 year",loans_total_amount=135000000.0; currency_signal=lbp; currency_guess=lbp
66,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
66,School,school_missing,,School is blank in the source export
72,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
72,School,school_missing,,School is blank in the source export
75,Loans,large_monetary_value_review,"Reason: Housing
Source: Bank of beirut
Mortgaged Asset: Apartment
Start Date: 2010-03-18
End Date: 2029-03-18
Total Amount: 716,000,000 LBP
Monthly Payment: 3,764,000 LBP
Remaining Balance: 241,591,000 LBP
Remaining Years: 6 years",loans_total_amount=716000000.0; currency_signal=lbp; currency_guess=lbp
75,Loans,large_monetary_value_review,"Reason: Housing
Source: Bank of beirut
Mortgaged Asset: Apartment
Start Date: 2010-03-18
End Date: 2029-03-18
Total Amount: 716,000,000 LBP
Monthly Payment: 3,764,000 LBP
Remaining Balance: 241,591,000 LBP
Remaining Years: 6 years",loans_total_remaining_balance=241591000.0; currency_signal=lbp; currency_guess=lbp
80,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
92,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
93,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
93,School,school_missing,,School is blank in the source export
93,School,school_missing_undergraduate,,School is blank for an undergraduate application
97,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
97,School,school_missing,,School is blank in the source export
107,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
107,Loans,loan_balance_exceeds_total_amount,"Reason: Expenses are high
Source: ADIB Bank
Mortgaged Asset: End of service indemnity
Start Date: 2024-03-05
End Date: 2028-03-27
Total Amount: 140000
Monthly Payment: 3433
Remaining Balance: 144000
Remaining Years: 3 and half

Reason: High Expenses
Source: ADIB Bank
Mortgaged Asset: End of Service Indemnity
Start Date: 2021-09-26
End Date: 2024-11-26
Total Amount: 40000
Monthly Payment: 1280
Remaining Balance: 3837
Remaining Years: 2 months",Remaining balance exceeds total amount for at least one parsed loan block
109,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
109,School,school_missing,,School is blank in the source export
111,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
111,School,school_missing,,School is blank in the source export
112,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
112,School,school_missing,,School is blank in the source export
118,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
118,School,school_missing,,School is blank in the source export
122,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
122,School,school_missing,,School is blank in the source export
122,School,school_missing_undergraduate,,School is blank for an undergraduate application
123,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
123,School,school_missing,,School is blank in the source export
126,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
126,School,school_missing,,School is blank in the source export
129,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
129,School,school_missing,,School is blank in the source export
130,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
130,School,school_missing,,School is blank in the source export
134,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
134,School,school_missing,,School is blank in the source export
135,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
135,School,school_missing,,School is blank in the source export
135,School,school_missing_undergraduate,,School is blank for an undergraduate application
137,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
137,School,school_missing,,School is blank in the source export
137,School,school_missing_undergraduate,,School is blank for an undergraduate application
145,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
145,School,school_missing,,School is blank in the source export
147,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'committee_early_applications'
151,Loans,large_monetary_value_review,"Reason: housing loan
Source: Etablissement publique de l'habitat
Mortgaged Asset: House
Start Date: 2003-03-05
End Date: 2033-03-05
Total Amount: 117,000,000 lbp
Monthly Payment: 377,000 lbp
Remaining Balance: 33,176,000
Remaining Years: 7",loans_total_amount=117000000.0; currency_signal=lbp; currency_guess=lbp
152,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
152,School,school_missing,,School is blank in the source export
153,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
155,Loans,large_monetary_value_review,"Reason: Sibling's Education
Source: Uncle
Mortgaged Asset: 0
Start Date: 2023-09-10
End Date: 2029-09-10
Total Amount: 12000
Monthly Payment: 0
Remaining Balance: 12000
Remaining Years: 5

Reason: Appartment
Source: المؤسسة العامة للإسكان
Mortgaged Asset: House
Start Date: 2012-08-06
End Date: 2027-08-06
Total Amount: 195000000 lbp
Monthly Payment: 1084000 lbp
Remaining Balance: 18500000 lbp
Remaining Years: 3 years",loans_total_amount=195012000.0; currency_signal=lbp; currency_guess=lbp
161,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
163,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
163,School,school_missing,,School is blank in the source export
168,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
168,School,school_missing,,School is blank in the source export
169,Loans,likely_lbp_without_currency_marker,"Reason: Housing Loan
Source: Banque de l'habitat
Mortgaged Asset: house
Start Date: 2016-01-23
End Date: 2031-01-23
Total Amount: 150,000,000.-
Monthly Payment: 1,300,000.-
Remaining Balance: 70,780,000
Remaining Years: 7",loans_total_amount=150000000.0; currency_signal=none; currency_guess=likely_lbp_unmarked
170,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
170,School,school_missing,,School is blank in the source export
170,School,school_missing_undergraduate,,School is blank for an undergraduate application
171,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
171,School,school_missing,,School is blank in the source export
172,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
172,School,school_missing,,School is blank in the source export
173,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
173,School,school_missing,,School is blank in the source export
174,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
174,School,school_missing,,School is blank in the source export
180,Father Income Document,likely_lbp_without_currency_marker,2420426,father_income_document=2420426.0; currency_signal=none; currency_guess=likely_lbp_unmarked
181,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
181,School,school_missing,,School is blank in the source export
185,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
185,School,school_missing,,School is blank in the source export
188,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
188,School,school_missing,,School is blank in the source export
188,School,school_missing_undergraduate,,School is blank for an undergraduate application
190,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
190,School,school_missing,,School is blank in the source export
190,School,school_missing_undergraduate,,School is blank for an undergraduate application
193,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'committee_early_applications'
196,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
196,School,school_missing,,School is blank in the source export
199,Loans,large_monetary_value_review,"Reason: Appartment Purchase
Source: Lebanese National Housing Corporation
Mortgaged Asset: Salaries as state officials
Start Date: 2012-08-18
End Date: 2026-09-05
Total Amount: 245000000 L.L.
Monthly Payment: 1910000 L.L.
Remaining Balance: 42009405 L.L.
Remaining Years: 2",loans_total_amount=245000000.0; currency_signal=lbp; currency_guess=lbp
202,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
202,School,school_missing,,School is blank in the source export
203,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
203,School,school_missing,,School is blank in the source export
204,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
204,School,school_missing,,School is blank in the source export
205,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
205,School,school_missing,,School is blank in the source export
207,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
207,School,school_missing,,School is blank in the source export
207,School,school_missing_undergraduate,,School is blank for an undergraduate application
209,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
209,School,school_missing,,School is blank in the source export
210,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
210,School,school_missing,,School is blank in the source export
210,Applicant Work Status,likely_lbp_without_currency_marker,"Employed In: Private Sector
Position: Junior MIS Officer
Institution or Employer's Name: Bank of Beirut
Annual Income 819,730,500
Educational Benefits: 0
Accomodation: 0
Commission: 0
Bonuses: 0
Other Benefits: 0",applicant_annual_income=819730500.0; currency_signal=none; currency_guess=likely_lbp_unmarked
212,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
212,School,school_missing,,School is blank in the source export
216,Loans,large_monetary_value_review,"Reason: To help with tuitions and expensses.
Source: LGB bank
Mortgaged Asset: no mortgaged asset
Start Date: 2024-10-01
End Date: 2028-05-02
Total Amount: 36950
Monthly Payment: 850
Remaining Balance: 33550
Remaining Years: 3.5 years

Reason: To help with tuitions and expensses.
Source: LGB bank
Mortgaged Asset: no mortgaged asset
Start Date: 2024-01-15
End Date: 2026-12-15
Total Amount: 1610000000 lgb
Monthly Payment: 44750000 lbp
Remaining Balance: 1028250000 lbp
Remaining Years: 2 years",loans_total_amount=1610036950.0; currency_signal=lbp; currency_guess=lbp
216,Loans,large_monetary_value_review,"Reason: To help with tuitions and expensses.
Source: LGB bank
Mortgaged Asset: no mortgaged asset
Start Date: 2024-10-01
End Date: 2028-05-02
Total Amount: 36950
Monthly Payment: 850
Remaining Balance: 33550
Remaining Years: 3.5 years

Reason: To help with tuitions and expensses.
Source: LGB bank
Mortgaged Asset: no mortgaged asset
Start Date: 2024-01-15
End Date: 2026-12-15
Total Amount: 1610000000 lgb
Monthly Payment: 44750000 lbp
Remaining Balance: 1028250000 lbp
Remaining Years: 2 years",loans_total_monthly_payment=44750850.0; currency_signal=lbp; currency_guess=lbp
216,Loans,large_monetary_value_review,"Reason: To help with tuitions and expensses.
Source: LGB bank
Mortgaged Asset: no mortgaged asset
Start Date: 2024-10-01
End Date: 2028-05-02
Total Amount: 36950
Monthly Payment: 850
Remaining Balance: 33550
Remaining Years: 3.5 years

Reason: To help with tuitions and expensses.
Source: LGB bank
Mortgaged Asset: no mortgaged asset
Start Date: 2024-01-15
End Date: 2026-12-15
Total Amount: 1610000000 lgb
Monthly Payment: 44750000 lbp
Remaining Balance: 1028250000 lbp
Remaining Years: 2 years",loans_total_remaining_balance=1028283550.0; currency_signal=lbp; currency_guess=lbp
219,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
219,School,school_missing,,School is blank in the source export
223,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
223,School,school_missing,,School is blank in the source export
224,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
224,School,school_missing,,School is blank in the source export
224,School,school_missing_undergraduate,,School is blank for an undergraduate application
229,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
229,School,school_missing,,School is blank in the source export
230,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
230,School,school_missing,,School is blank in the source export
231,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
232,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
232,School,school_missing,,School is blank in the source export
232,Loans,large_monetary_value_review,"Reason: housing
Source: lebanese army corporation for housing
Mortgaged Asset: house
Start Date: 2015-08-01
End Date: 2040-07-01
Total Amount: 252180000 L.L
Monthly Payment: 840600 L.L
Remaining Balance: 113000000 L.L
Remaining Years: 16",loans_total_amount=252180000.0; currency_signal=lbp; currency_guess=lbp
232,Loans,large_monetary_value_review,"Reason: housing
Source: lebanese army corporation for housing
Mortgaged Asset: house
Start Date: 2015-08-01
End Date: 2040-07-01
Total Amount: 252180000 L.L
Monthly Payment: 840600 L.L
Remaining Balance: 113000000 L.L
Remaining Years: 16",loans_total_remaining_balance=113000000.0; currency_signal=lbp; currency_guess=lbp
234,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
234,School,school_missing,,School is blank in the source export
237,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
237,School,school_missing,,School is blank in the source export
238,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
239,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
239,School,school_missing,,School is blank in the source export
242,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
242,School,school_missing,,School is blank in the source export
242,Loans,likely_lbp_without_currency_marker,"Reason: Residential apartment
Source: Bank
Mortgaged Asset: the same Residential apartment
Start Date: 2001-11-09
End Date: 2031-11-09
Total Amount: 102680000
Monthly Payment: 7
Remaining Balance: 432
Remaining Years: 6",loans_total_amount=102680000.0; currency_signal=none; currency_guess=likely_lbp_unmarked
243,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
243,School,school_missing,,School is blank in the source export
250,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
250,School,school_missing,,School is blank in the source export
256,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
256,School,school_missing,,School is blank in the source export
259,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
259,School,school_missing,,School is blank in the source export
260,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
260,School,school_missing,,School is blank in the source export
265,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
265,School,school_missing,,School is blank in the source export
271,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
271,School,school_missing,,School is blank in the source export
274,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
274,School,school_missing,,School is blank in the source export
276,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
276,School,school_missing,,School is blank in the source export
276,School,school_missing_undergraduate,,School is blank for an undergraduate application
279,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
279,School,school_missing,,School is blank in the source export
288,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
288,School,school_missing,,School is blank in the source export
289,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
296,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
296,School,school_missing,,School is blank in the source export
296,School,school_missing_undergraduate,,School is blank for an undergraduate application
299,Loans,large_monetary_value_review,"Reason: house building
Source: mawared bank,aley,lebanon
Mortgaged Asset: the house i am living in
Start Date: 2015-10-01
End Date: 2033-09-01
Total Amount: 115434072 L.L
Monthly Payment: 534417 L.L
Remaining Balance: 57182619 L.L
Remaining Years: not decided",loans_total_amount=115434072.0; currency_signal=lbp; currency_guess=lbp
304,Over and Above - Percentage Awarded,merit_plus_over_and_above_exceeds_50_rule,70,merit_pct=None; over_and_above_pct=70.0
308,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
308,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'committee_graduate'
308,Loans,mixed_currency_signal,"Reason: Buy inventory for the store
Source: Yahya Zahra- dad's friend
Mortgaged Asset: None
Start Date: 2024-09-15
End Date: 2024-12-31
Total Amount: $558.66
Monthly Payment: 200
Remaining Balance: 158.66
Remaining Years: 0

Reason: Buy inventory for the store
Source: Yahya Zahra-dad's friend
Mortgaged Asset: None
Start Date: 2023-05-01
End Date: 2025-12-01
Total Amount: 2,298.88 (LBP 161,000,000 + $500 )
Monthly Payment: Each month he pays what he can
Remaining Balance: 1,417.32
Remaining Years: 1

Reason: Buy inventory for the store
Source: Cezar Antoun- dad's friend
Mortgaged Asset: None
Start Date: 2024-08-01
End Date: 2025-08-01
Total Amount: 2,000
Monthly Payment: He pays when can, til now he hasn't paid anything
Remaining Balance: 2,009
Remaining Years: 1",Contains both USD and LBP/L.L. markers
308,School,school_missing,,School is blank in the source export
308,Loans,loan_balance_exceeds_total_amount,"Reason: Buy inventory for the store
Source: Yahya Zahra- dad's friend
Mortgaged Asset: None
Start Date: 2024-09-15
End Date: 2024-12-31
Total Amount: $558.66
Monthly Payment: 200
Remaining Balance: 158.66
Remaining Years: 0

Reason: Buy inventory for the store
Source: Yahya Zahra-dad's friend
Mortgaged Asset: None
Start Date: 2023-05-01
End Date: 2025-12-01
Total Amount: 2,298.88 (LBP 161,000,000 + $500 )
Monthly Payment: Each month he pays what he can
Remaining Balance: 1,417.32
Remaining Years: 1

Reason: Buy inventory for the store
Source: Cezar Antoun- dad's friend
Mortgaged Asset: None
Start Date: 2024-08-01
End Date: 2025-08-01
Total Amount: 2,000
Monthly Payment: He pays when can, til now he hasn't paid anything
Remaining Balance: 2,009
Remaining Years: 1",Remaining balance exceeds total amount for at least one parsed loan block
316,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
316,School,school_missing,,School is blank in the source export
316,School,school_missing_undergraduate,,School is blank for an undergraduate application
321,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
321,School,school_missing,,School is blank in the source export
324,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
324,School,school_missing,,School is blank in the source export
328,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
328,Loans,mixed_currency_signal,"Reason: Housing
Source: Banque de l'Habitat
Mortgaged Asset: House
Start Date: 2017-01-24
End Date: 2032-01-24
Total Amount: 1,782$ [158,600,000 lbp (without interest amount)]
Monthly Payment: 12.3$ [1,101,388.89 lbp (without interest amount)]
Remaining Balance: 705.3$ [62,779,166.57 lbp (without interest amount)]
Remaining Years: 4.6 years (without interest years)",Contains both USD and LBP/L.L. markers
328,School,school_missing,,School is blank in the source export
330,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
330,School,school_missing,,School is blank in the source export
336,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
345,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
345,School,school_missing,,School is blank in the source export
345,School,school_missing_undergraduate,,School is blank for an undergraduate application
347,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
347,School,school_missing,,School is blank in the source export
354,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
354,School,school_missing,,School is blank in the source export
355,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
355,School,school_missing,,School is blank in the source export
356,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
356,School,school_missing,,School is blank in the source export
363,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
363,School,school_missing,,School is blank in the source export
363,School,school_missing_undergraduate,,School is blank for an undergraduate application
367,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
371,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
372,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
372,School,school_missing,,School is blank in the source export
375,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
375,School,school_missing,,School is blank in the source export
387,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
387,School,school_missing,,School is blank in the source export
391,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
391,School,school_missing,,School is blank in the source export
394,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
394,School,school_missing,,School is blank in the source export
398,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
398,School,school_missing,,School is blank in the source export
399,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
399,School,school_missing,,School is blank in the source export
400,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
400,School,school_missing,,School is blank in the source export
401,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
401,School,school_missing,,School is blank in the source export
401,School,school_missing_undergraduate,,School is blank for an undergraduate application
401,Loans,likely_lbp_without_currency_marker,"Reason: House
Source: BDL
Mortgaged Asset: House
Start Date: 2012-09-01
End Date: 2028-12-31
Total Amount: 285,944,057
Monthly Payment: 26,246,710
Remaining Balance: 249,991,771
Remaining Years: 4",loans_total_amount=285944057.0; currency_signal=none; currency_guess=likely_lbp_unmarked
401,Loans,likely_lbp_without_currency_marker,"Reason: House
Source: BDL
Mortgaged Asset: House
Start Date: 2012-09-01
End Date: 2028-12-31
Total Amount: 285,944,057
Monthly Payment: 26,246,710
Remaining Balance: 249,991,771
Remaining Years: 4",loans_total_monthly_payment=26246710.0; currency_signal=none; currency_guess=likely_lbp_unmarked
401,Loans,likely_lbp_without_currency_marker,"Reason: House
Source: BDL
Mortgaged Asset: House
Start Date: 2012-09-01
End Date: 2028-12-31
Total Amount: 285,944,057
Monthly Payment: 26,246,710
Remaining Balance: 249,991,771
Remaining Years: 4",loans_total_remaining_balance=249991771.0; currency_signal=none; currency_guess=likely_lbp_unmarked
410,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
410,School,school_missing,,School is blank in the source export
410,School,school_missing_undergraduate,,School is blank for an undergraduate application
411,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'committee_early_applications'
412,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
412,School,school_missing,,School is blank in the source export
412,School,school_missing_undergraduate,,School is blank for an undergraduate application
413,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
416,Decision,decision_missing_with_bin_status,,Decision is blank while Bin contains 'incomplete'
417,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
417,School,school_missing,,School is blank in the source export
418,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
418,School,school_missing,,School is blank in the source export
418,School,school_missing_undergraduate,,School is blank for an undergraduate application
421,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
421,School,school_missing,,School is blank in the source export
425,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
425,School,school_missing,,School is blank in the source export
429,Loans,mixed_currency_signal,"Reason: To buy an apartment
Source: Societe Generale De Banque Au Liban (SGBL)
Mortgaged Asset: The apartment
Start Date: 2013-10-03
End Date: 2038-09-15
Total Amount: 26 000$ Before the crisis
Monthly Payment: 130 000 LBP
Remaining Balance: 21 999 010 LBP
Remaining Years: 13",Contains both USD and LBP/L.L. markers
430,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
430,School,school_missing,,School is blank in the source export
431,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
431,School,school_missing,,School is blank in the source export
432,Application Type,application_type_inferred_from_level,,Derived from level 'Professional'
432,School,school_missing,,School is blank in the source export
434,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
434,School,school_missing,,School is blank in the source export
436,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
437,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
437,School,school_missing,,School is blank in the source export
438,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
438,School,school_missing,,School is blank in the source export
439,Application Type,application_type_inferred_from_level,,Derived from level 'Undergraduate'
439,School,school_missing,,School is blank in the source export
439,School,school_missing_undergraduate,,School is blank for an undergraduate application
441,Application Type,application_type_inferred_from_level,,Derived from level 'Graduate'
441,School,school_missing,,School is blank in the source export
