source_sheet_name,source_row_number,application_term,level,decision,school,parent_qa_requires_review,parent_qa_issue_count,record_index,assistant_raw_line,assistant_subject,assistant_amount_text,assistant_amount_per_occurrence,assistant_frequency_multiplier,assistant_estimated_annual_amount,assistant_currency_signal,assistant_currency_guess,assistant_parse_method,assistant_review_flag,assistant_review_reasons
Export,302,202710,Undergraduate,denied,"Greenfield College, Bir Hassan",0,0,1,Uncle Monthly 850,Uncle,850,850.0,12,10200.0,,unknown,line_amount_then_cadence,0,
Export,317,202610,Undergraduate,awarded,"Al Makassed Omar Bin Al Khattab College, Beirut",0,0,1,Grandfather Monthly 600,Grandfather,600,600.0,12,7200.0,,unknown,line_amount_then_cadence,0,
Export,326,202610,Undergraduate,awarded,"Hariri School III, Tareek Al Jadeeda",0,0,1,Not Related yearly $3000 for my highschool tuition fees only,Not Related,$3000 for my highschool tuition fees only,3000.0,1,3000.0,usd,usd,line_amount_then_cadence,0,
Export,344,202610,Undergraduate,awarded,"Al Jarmak Secondary School UNRWA, Saadnayel",0,0,1,N/A Each two months 275,,N/A Each two months 275,275.0,1,275.0,,unknown,line_amount_then_cadence,0,
Export,346,202610,Undergraduate,denied,"College Notre Dame de Jamhour, Baabda",0,0,1,organisation Semestre it depends,,organisation Semestre it depends,,1,,,,line_amount_then_cadence,1,amount_unparsed
Export,354,202510,Graduate,awarded,,1,2,1,Cousin Monthly 100$,Cousin,100$,100.0,12,1200.0,usd,usd,line_amount_then_cadence,0,
Export,362,202610,Undergraduate,awarded,Collège Saint Joseph Antoura,0,0,1,Father Employer company Yearly Up to 4000 USD for School per Child,Father Employer company,Up to 4000 USD for School per Child,4000.0,1,4000.0,usd,usd,line_amount_then_cadence,0,
Export,381,202710,Undergraduate,awarded,"Jesus & Mary School, Rabweh",0,0,1,Ex work of my father Monthly 216,Ex work of my father,216,216.0,12,2592.0,,unknown,line_amount_then_cadence,0,
Export,382,202610,Undergraduate,awarded,Rawdah High School,0,0,1,Uncle monthly 500$,Uncle,500$,500.0,12,6000.0,usd,usd,line_amount_then_cadence,0,
Export,387,202510,Graduate,awarded,,1,2,1,Uncle Monthly 400,Uncle,400,400.0,12,4800.0,,unknown,line_amount_then_cadence,0,
Export,394,202510,Graduate,awarded,,1,2,1,Brother Monthly 300,Brother,300,300.0,12,3600.0,,unknown,line_amount_then_cadence,0,
Export,394,202510,Graduate,awarded,,1,2,2,Brother Monthly 300,Brother,300,300.0,12,3600.0,,unknown,line_amount_then_cadence,0,
Export,395,202610,Undergraduate,awarded,"Le Lycee National, Choueifat",0,0,1,Grand Uncle Monthly 300,Grand Uncle,300,300.0,12,3600.0,,unknown,line_amount_then_cadence,0,
Export,403,202610,Undergraduate,denied,"College Mariste Champville, Antelias",0,0,1,aunt yearly 2500$,aunt,2500$,2500.0,1,2500.0,usd,usd,line_amount_then_cadence,0,
Export,406,202610,Undergraduate,denied,"College Notre Dames des Apotres, Kab Elias",0,0,1,جهة ضامنة Yearly About 3500,جهة ضامنة About,3500,3500.0,1,3500.0,,unknown,line_amount_then_cadence,0,
Export,421,202510,Graduate,awarded,,1,2,1,Mother Yearly 1500,Mother,1500,1500.0,1,1500.0,,unknown,line_amount_then_cadence,0,
Export,421,202510,Graduate,awarded,,1,2,2,Father Yearly 1500,Father,1500,1500.0,1,1500.0,,unknown,line_amount_then_cadence,0,
Export,423,202610,Undergraduate,awarded,"The National Evangelical School Kab Elias, Kab Elias",0,0,1,Uncle Monthly 22000,Uncle,22000,22000.0,12,264000.0,,unknown,line_amount_then_cadence,0,
Export,434,202510,Graduate,awarded,,1,2,1,daughter monthly 1500$,daughter,1500$,1500.0,12,18000.0,usd,usd,line_amount_then_cadence,0,
Export,437,202510,Graduate,awarded,,1,2,1,Uncle Monthly 50$,Uncle,50$,50.0,12,600.0,usd,usd,line_amount_then_cadence,0,
Export,440,202520,Undergraduate,awarded,"Islah Islamic High School, Tripoli",0,0,1,Father Yearly 5500,Father,5500,5500.0,1,5500.0,,unknown,line_amount_then_cadence,0,
Export,440,202520,Undergraduate,awarded,"Islah Islamic High School, Tripoli",0,0,2,Mother Monthly 233,Mother,233,233.0,12,2796.0,,unknown,line_amount_then_cadence,0,
Export,450,202710,Undergraduate,awarded,"Grand Lycee Franco Libanais, Achrafieh",0,0,1,"none Once the school's tuition is due, it is paid directly to the school 8000",,"none Once the school's tuition is due, it is paid directly to the school 8000",8000.0,1,8000.0,,unknown,line_amount_then_cadence,0,
Export,459,202610,Undergraduate,awarded,"Ecole Saint Maroun Soeurs Maronites de La Sainte Famille, Tripoli",0,0,1,Uncle Monthly 1000,Uncle,1000,1000.0,12,12000.0,,unknown,line_amount_then_cadence,0,
Export,469,202710,Undergraduate,denied,"Lycee Hanaway, Tyre",0,0,1,Grandfather Yearly 7000,Grandfather,7000,7000.0,1,7000.0,,unknown,line_amount_then_cadence,0,
Export,480,202710,Undergraduate,awarded,"Beirut Babptist School (BBS), Mouseitbeh",0,0,1,grandmother yearly 3000,grandmother,3000,3000.0,1,3000.0,,unknown,line_amount_then_cadence,0,
Export,490,202610,Undergraduate,denied,"Ecole des Soeurs De Saint Joseph de L'apparition, Beirut",0,0,1,Dad's sister - My aunt Monthly 200,Dad's sister - My aunt,200,200.0,12,2400.0,,unknown,line_amount_then_cadence,0,
Export,495,202510,Graduate,awarded,,1,2,1,beneficary monthly 100,beneficary,100,100.0,12,1200.0,,unknown,line_amount_then_cadence,0,
Export,498,202610,Undergraduate,awarded,"College des Soeurs des Saint Coeur (SSCC), Bikfaya",0,0,1,Scholarship Donor Yearly 1000$ for my school tuition,Scholarship Donor,1000$ for my school tuition,1000.0,1,1000.0,usd,usd,line_amount_then_cadence,0,
Export,498,202610,Undergraduate,awarded,"College des Soeurs des Saint Coeur (SSCC), Bikfaya",0,0,2,Scholarship Donor Per Semester 2300$ for my sister's university tuition,Scholarship Donor Per,2300$ for my sister's university tuition,2300.0,2,4600.0,usd,usd,line_amount_then_cadence,0,
Export,505,202510,Graduate,denied,,1,2,1,Father bimonthly 500,,Father bimonthly 500,500.0,12,6000.0,,unknown,line_amount_then_cadence,0,
Export,505,202510,Graduate,denied,,1,2,2,Mother bimonthly 200,,Mother bimonthly 200,200.0,12,2400.0,,unknown,line_amount_then_cadence,0,
Export,505,202510,Graduate,denied,,1,2,3,Grandmother bimonthly 400,,Grandmother bimonthly 400,400.0,12,4800.0,,unknown,line_amount_then_cadence,0,
Export,509,202710,Undergraduate,awarded,"College Protestant Francais (CPF), Koraytem Beirut",1,1,1,My school Per year 2100,,My school Per year 2100,2100.0,1,2100.0,,unknown,line_amount_then_cadence,0,
Export,529,202510,Undergraduate,awarded,,1,3,1,I'm his nephew Monthly 1000$,I'm his nephew,1000$,1000.0,12,12000.0,usd,usd,line_amount_then_cadence,0,
Export,541,202610,Undergraduate,awarded,"Bissan Secondary School UNRWA, Saida",0,0,1,orginization every 3-4 months 300$,,orginization every 3-4 months 300$,3.5,1,3.5,usd,usd,line_amount_then_cadence,0,
Export,551,202520,Undergraduate,denied,Rawdah High School,1,1,1,"The applicant's grandfather (from mother's side) Yearly 5,000$",The applicant's grandfather (from mother's side),"5,000$",5000.0,1,5000.0,usd,usd,line_amount_then_cadence,0,
Export,556,202710,Undergraduate,awarded,"College De La Sainte Famille Fanar, Fanar",1,1,1,Nephew Monthly 400,Nephew,400,400.0,12,4800.0,,unknown,line_amount_then_cadence,0,
Export,567,202610,Undergraduate,awarded,"The National Evangelical Institute for Girls and Boys, Saida",0,0,1,Brother Monthly 600,Brother,600,600.0,12,7200.0,,unknown,line_amount_then_cadence,0,
Export,569,202610,Undergraduate,awarded,"Besanson St.Anne, Beirut",0,0,1,Uncle Monthly 500,Uncle,500,500.0,12,6000.0,,unknown,line_amount_then_cadence,0,
Export,582,202610,Undergraduate,awarded,"College Notre Dame de Nazareth (NDN), Achrafieh",0,0,1,Grandparent monthly 3000,Grandparent,3000,3000.0,12,36000.0,,unknown,line_amount_then_cadence,0,
Export,585,202610,Undergraduate,awarded,"Brummana High School (BHS), Brummana",0,0,1,Father Monthly 1500 $,Father,1500 $,1500.0,12,18000.0,usd,usd,line_amount_then_cadence,0,
Export,585,202610,Undergraduate,awarded,"Brummana High School (BHS), Brummana",0,0,2,Aunt Yearly 5000 $,Aunt,5000 $,5000.0,1,5000.0,usd,usd,line_amount_then_cadence,0,
Export,599,202520,Graduate,awarded,,1,2,1,Dimas' Maternal Grandfather Monthly 400$,Dimas' Maternal Grandfather,400$,400.0,12,4800.0,usd,usd,line_amount_then_cadence,0,
Export,610,202610,Undergraduate,awarded,Al-Hayat International School,0,0,1,SIster monthly 200,SIster,200,200.0,12,2400.0,,unknown,line_amount_then_cadence,0,
Export,627,202610,Undergraduate,awarded,"College Notre Dame de Louaize (NDL), Zouk Mosbeh",0,0,1,nephew monthly 500$,nephew,500$,500.0,12,6000.0,usd,usd,line_amount_then_cadence,0,
Export,634,202710,Undergraduate,denied,"Greenfield College, Bir Hassan",0,0,1,منحة مدرسية yearly 10300,منحة مدرسية,10300,10300.0,1,10300.0,,unknown,line_amount_then_cadence,0,
Export,634,202710,Undergraduate,denied,"Greenfield College, Bir Hassan",0,0,2,work yearly 2400,work,2400,2400.0,1,2400.0,,unknown,line_amount_then_cadence,0,
Export,641,202510,Undergraduate,awarded,Antonine Sisters School - Mar Elias Ghazir,1,2,1,"church in kfarahbab some times (during christmas , easter..) around 5,000,000 L.L. + food","church in kfarahbab some times (during christmas , easter..) around L.L. + food","church in kfarahbab some times (during christmas , easter..) 5,000,000 L.L. + food",5000000.0,1,5000000.0,lbp,lbp,line_amount_then_cadence,0,
Export,641,202510,Undergraduate,awarded,Antonine Sisters School - Mar Elias Ghazir,1,2,2,neighbor / friends per 2 month 100$,,,,1,,usd,usd,line_amount_then_cadence,1,multiple_amount_candidates; amount_unparsed
Export,641,202510,Undergraduate,awarded,Antonine Sisters School - Mar Elias Ghazir,1,2,3,organization no payements but through essentials like food food,,organization no payements but through essentials like food food,,1,,,,line_amount_then_cadence,1,amount_unparsed
Export,646,202520,Undergraduate,awarded,"International School Al Koura, Al Koura",0,0,1,brother monthly 200$,brother,200$,200.0,12,2400.0,usd,usd,line_amount_then_cadence,0,
Export,646,202520,Undergraduate,awarded,"International School Al Koura, Al Koura",0,0,2,brother monthly 200$,brother,200$,200.0,12,2400.0,usd,usd,line_amount_then_cadence,0,
Export,655,202510,Graduate,awarded,,1,2,1,Employer Monthly 52.036,Employer,52.036,52.036,12,624.432,,unknown,line_amount_then_cadence,0,
Export,656,202610,Undergraduate,denied,UWC Dilijan College,0,0,1,Niece Yearly USD 6000,Niece,USD 6000,6000.0,1,6000.0,usd,usd,line_amount_then_cadence,0,
Export,656,202610,Undergraduate,denied,UWC Dilijan College,0,0,2,Niece Yearly USD 1400,Niece,USD 1400,1400.0,1,1400.0,usd,usd,line_amount_then_cadence,0,
Export,656,202610,Undergraduate,denied,UWC Dilijan College,0,0,3,Niece Yearly USD 1600,Niece,USD 1600,1600.0,1,1600.0,usd,usd,line_amount_then_cadence,0,
Export,659,202710,Undergraduate,awarded,"Brummana High School (BHS), Brummana",0,0,1,Uncle Monthly 300,Uncle,300,300.0,12,3600.0,,unknown,line_amount_then_cadence,0,
Export,659,202710,Undergraduate,awarded,"Brummana High School (BHS), Brummana",0,0,2,Auny Monthly 750,Auny,750,750.0,12,9000.0,,unknown,line_amount_then_cadence,0,
Export,688,202610,Undergraduate,awarded,"International College (IC), Beirut",0,0,1,Organization Yearly 2200,Organization,2200,2200.0,1,2200.0,,unknown,line_amount_then_cadence,0,
Export,701,202610,Undergraduate,awarded,"Zahrat Al Ihsan School, Achrafieh",0,0,1,Uncle ( brother of mother ) Yearly-he helps my older sister still studying 6000,Uncle ( brother of mother ),he helps my older sister still studying 6000,6000.0,1,6000.0,,unknown,line_amount_then_cadence,0,
Export,707,202610,Undergraduate,denied,"Hariri High School II, Beirut",0,0,1,Grandmother monthly 600,Grandmother,600,600.0,12,7200.0,,unknown,line_amount_then_cadence,0,
Export,715,202610,Undergraduate,,"Sagesse High School, Ain Saade",1,1,1,"Sons Monthly $1,000",Sons,"$1,000",1000.0,12,12000.0,usd,usd,line_amount_then_cadence,0,
Export,717,202710,Undergraduate,awarded,"Christian Teaching Institute (CTI), Sin El Fil Maten",0,0,1,Father's work Pays school fees on a yearly basis 8124,Father's work Pays school fees on a,basis 8124,8124.0,1,8124.0,,unknown,line_amount_then_cadence,0,
Export,723,202610,Undergraduate,awarded,"College De La Saint Famille Fanar, Fanar",0,0,1,Uncle Yearly 8000,Uncle,8000,8000.0,1,8000.0,,unknown,line_amount_then_cadence,0,
Export,727,202610,Undergraduate,denied,SABIS International School - Adma,0,0,1,Cousin monthly 2000,Cousin,2000,2000.0,12,24000.0,,unknown,line_amount_then_cadence,0,
Export,736,202610,Undergraduate,denied,"Le College Mariste Notre Dame de Lourdes, Amchit",0,0,1,من خلال وظيفة والدتي yearly 6000$ (for 5 siblings in school 2023-2024),من خلال وظيفة والدتي,6000$ (for 5 siblings in school 2023-2024),2023.5,1,2023.5,usd,usd,line_amount_then_cadence,0,
Export,743,202611,Professional,denied,,1,2,1,University Yearly 1200,University,1200,1200.0,1,1200.0,,unknown,line_amount_then_cadence,0,
Export,748,202610,Undergraduate,awarded,"Tahwita Modern School (TMS), Tahouitet El Ghadir",1,1,1,uncle Monthly 200$,uncle,200$,200.0,12,2400.0,usd,usd,line_amount_then_cadence,0,
Export,750,202510,Graduate,awarded,,1,2,1,Brother Monthly 400$,Brother,400$,400.0,12,4800.0,usd,usd,line_amount_then_cadence,0,
Export,753,202610,Undergraduate,awarded,"College Des Saints Coeur Kfarhbab, Kfarhbab Keserwan",0,0,1,"family Yearly +/-6,000",family +/,"6,000",6000.0,1,6000.0,,unknown,line_amount_then_cadence,0,
Export,753,202610,Undergraduate,awarded,"College Des Saints Coeur Kfarhbab, Kfarhbab Keserwan",0,0,2,"my father yearly +/-10,000",my father +/,"10,000",10000.0,1,10000.0,,unknown,line_amount_then_cadence,0,
Export,755,202610,Undergraduate,usaid,"Bissan Secondary School UNRWA, Saida",0,0,1,his son monthly 300$,his son,300$,300.0,12,3600.0,usd,usd,line_amount_then_cadence,0,
Export,758,202710,Undergraduate,denied,"College Protestant Francais (CPF), Koraytem Beirut",0,0,1,aunt when in need 1000,,aunt when in need 1000,1000.0,1,1000.0,,unknown,line_amount_then_cadence,0,
Export,762,202510,Graduate,awarded,,1,2,1,Father Yearly 1000,Father,1000,1000.0,1,1000.0,,unknown,line_amount_then_cadence,0,
Export,767,202710,Undergraduate,denied,"Antonine International School (AIS), Ajaltoun",0,0,1,friend In Winters 20000,,friend In Winters 20000,20000.0,1,20000.0,,unknown,line_amount_then_cadence,0,
Export,767,202710,Undergraduate,denied,"Antonine International School (AIS), Ajaltoun",0,0,2,Friend In Winters 15000,,Friend In Winters 15000,15000.0,1,15000.0,,unknown,line_amount_then_cadence,0,
Export,767,202710,Undergraduate,denied,"Antonine International School (AIS), Ajaltoun",0,0,3,Friend In Winters 15000,,Friend In Winters 15000,15000.0,1,15000.0,,unknown,line_amount_then_cadence,0,
Export,773,202610,Undergraduate,awarded,"Lycee Des Arts, Hadath",0,0,1,Employer yearly 5000,Employer,5000,5000.0,1,5000.0,,unknown,line_amount_then_cadence,0,
Export,782,202710,Undergraduate,awarded,"Ahliah School, Wadi Abou Jamil",0,0,1,none every 2 months 100,none,100,100.0,6.0,600.0,,unknown,line_amount_then_cadence,0,
Export,787,202610,Undergraduate,awarded,"Official Secondary School Baissour, Baissour",0,0,1,Paternal Uncle Monthly 300$,Paternal Uncle,300$,300.0,12,3600.0,usd,usd,line_amount_then_cadence,0,
Export,787,202610,Undergraduate,awarded,"Official Secondary School Baissour, Baissour",0,0,2,Paternal Uncle Seldom Depending on necessity,,Paternal Uncle Seldom Depending on necessity,,1,,,,line_amount_then_cadence,1,amount_unparsed
Export,788,202610,Undergraduate,awarded,"Makassed Islamic High School - Saida, Saida",0,0,1,sister yearly 2000,sister,2000,2000.0,1,2000.0,,unknown,line_amount_then_cadence,0,
Export,796,202710,Undergraduate,awarded,"Ahliah School, Wadi Abou Jamil",0,0,1,Brother Monthly 250,Brother,250,250.0,12,3000.0,,unknown,line_amount_then_cadence,0,
Export,796,202710,Undergraduate,awarded,"Ahliah School, Wadi Abou Jamil",0,0,2,Father in Law Monthly 150,Father in Law,150,150.0,12,1800.0,,unknown,line_amount_then_cadence,0,
Export,802,202510,Graduate,awarded,,1,3,1,This organization owns the school that my father work for yearly around 200$,This organization owns the school that my father work for around,200$,200.0,1,200.0,usd,usd,line_amount_then_cadence,0,
Export,804,202610,Undergraduate,denied,"Islamic Culture School, Tarik El Jadidah",0,0,1,My stepfather Between every month and half a month 1150,,My stepfather Between every month and half a month 1150,1150.0,1,1150.0,,unknown,line_amount_then_cadence,0,
Export,816,202610,Undergraduate,denied,"Wellspring Learning Community School, Ain El Remmaneh",0,0,1,Grandfather Monthly 1500,Grandfather,1500,1500.0,12,18000.0,,unknown,line_amount_then_cadence,0,
Export,816,202610,Undergraduate,denied,"Wellspring Learning Community School, Ain El Remmaneh",0,0,2,Uncle Monthly 1000,Uncle,1000,1000.0,12,12000.0,,unknown,line_amount_then_cadence,0,
Export,816,202610,Undergraduate,denied,"Wellspring Learning Community School, Ain El Remmaneh",0,0,3,Uncle Monthly 1000,Uncle,1000,1000.0,12,12000.0,,unknown,line_amount_then_cadence,0,
Export,828,202510,Graduate,awarded,,1,2,1,Sister Monthly $1000,Sister,$1000,1000.0,12,12000.0,usd,usd,line_amount_then_cadence,0,
Export,834,202711,Professional,awarded,,1,2,1,grandmother yearly 3000,grandmother,3000,3000.0,1,3000.0,,unknown,line_amount_then_cadence,0,
Export,846,202711,Professional,denied,,1,3,1,Donor Scholarship 1 per semester 25,Donor Scholarship per,,,2,,,,line_amount_then_cadence,1,ambiguous_amount_location; amount_unparsed
Export,859,202610,Undergraduate,denied,"Lycée Franco Libanais, Verdun",0,0,1,grand father maternal Monthly 1475,grand father maternal,1475,1475.0,12,17700.0,,unknown,line_amount_then_cadence,0,
Export,861,202710,Undergraduate,awarded,"Le Lycee National, Choueifat",0,0,1,Grand daughter Monthly 1000,Grand daughter,1000,1000.0,12,12000.0,,unknown,line_amount_then_cadence,0,
Export,864,202610,Undergraduate,denied,"Ecole Religieuses de Nazareth, Kfarzeina",0,0,1,niece monthly 3000$,niece,3000$,3000.0,12,36000.0,usd,usd,line_amount_then_cadence,0,
Export,868,202710,Undergraduate,awarded,"Houssameddine Hariri High School, Saida",1,1,1,sister monthly 300,sister,300,300.0,12,3600.0,,unknown,line_amount_then_cadence,0,
Export,868,202710,Undergraduate,awarded,"Houssameddine Hariri High School, Saida",1,1,2,friend monthly 400,friend,400,400.0,12,4800.0,,unknown,line_amount_then_cadence,0,
Export,878,202610,Undergraduate,denied,"College Notre Dame de Jamhour, Baabda",0,0,1,My mother is an employee at the Bank Yearly 2250,My mother is an employee at the Bank,2250,2250.0,1,2250.0,,unknown,line_amount_then_cadence,0,
Export,894,202610,Undergraduate,denied,"Brummana High School (BHS), Brummana",0,0,1,Student at Broummana High School One time payment - Directly to Broumana High School USD $9518.00,,Student at Broummana High School One time payment - Directly to Broumana High School USD $9518.00,9518.0,1,9518.0,usd,usd,line_amount_then_cadence,0,
Export,895,202610,Undergraduate,awarded,The International School of Choueifat - Choueifat,0,0,1,My aunt Monthly 100$,My aunt,100$,100.0,12,1200.0,usd,usd,line_amount_then_cadence,0,
Export,900,202710,Undergraduate,,"International College (IC), Beirut",1,1,1,Grandmother Upon request 1000,,Grandmother Upon request 1000,1000.0,1,1000.0,,unknown,line_amount_then_cadence,0,
Export,924,202510,Graduate,denied,,1,2,1,Sister Monthly 150$,Sister,150$,150.0,12,1800.0,usd,usd,line_amount_then_cadence,0,
Export,929,202710,Undergraduate,,"Al Mustapha High School, Haret Hreik",1,1,1,Brother monthly 2000,Brother,2000,2000.0,12,24000.0,,unknown,line_amount_then_cadence,0,
Export,945,202510,Graduate,awarded,,1,2,1,Employee Yearly 1100$,Employee,1100$,1100.0,1,1100.0,usd,usd,line_amount_then_cadence,0,
Export,971,202610,Undergraduate,awarded,"The Martyr Hasan Kassir Secondary School, Bir Hassan",0,0,1,Aunt Monthly 300,Aunt,300,300.0,12,3600.0,,unknown,line_amount_then_cadence,0,
Export,983,202710,Undergraduate,awarded,"Ecole Saint Rita, Dbayeh",0,0,1,Nephew Yearly 1000,Nephew,1000,1000.0,1,1000.0,,unknown,line_amount_then_cadence,0,
Export,1012,202610,Undergraduate,awarded,"Christian Teaching Institute (CTI), Sin El Fil Maten",0,0,1,Cousin yearly 2000,Cousin,2000,2000.0,1,2000.0,,unknown,line_amount_then_cadence,0,
Export,1012,202610,Undergraduate,awarded,"Christian Teaching Institute (CTI), Sin El Fil Maten",0,0,2,Cousin yearly 3000,Cousin,3000,3000.0,1,3000.0,,unknown,line_amount_then_cadence,0,
Export,1036,202611,Professional,awarded,,1,2,1,Foundation Yearly 2 000,Foundation,2 000,2.0,1,2.0,,unknown,line_amount_then_cadence,0,
Export,1037,202711,Professional,denied,,1,2,1,mother's employer monthly 900,mother's employer,900,900.0,12,10800.0,,unknown,line_amount_then_cadence,0,
Export,1044,202610,Undergraduate,denied,"College Notre Dame de Jamhour, Baabda",0,0,1,University of my sister Nay yearly 35% scholaship,University of my sister Nay,35% scholaship,35.0,1,35.0,,unknown,line_amount_then_cadence,0,
